Well,Content,Well Scan: Average (600),
B02,Sample X1,0.313,
B03,Sample X2,0.409,
B04,Sample X3,0.399,
B05,Sample X4,0.323,
B06,Sample X5,0.468,
B07,Sample X6,0.304,
B08,Sample X7,0.284,
B09,Sample X8,0.278,
B10,Sample X9,0.254,
B11,Sample X10,0.320,
C02,Sample X11,0.152,
C03,Sample X12,0.116,
C04,Sample X13,0.143,
C05,Sample X14,0.143,
C06,Sample X15,0.119,
C07,Sample X16,0.136,
C08,Sample X17,0.137,
C09,Sample X18,0.173,
C10,Sample X19,0.134,
C11,Sample X20,0.194,
D02,Sample X21,0.137,
D03,Sample X22,0.128,
D04,Sample X23,0.129,
D05,Sample X24,0.140,
D06,Sample X25,0.141,
D07,Sample X26,0.157,
D08,Sample X27,0.156,
D09,Sample X28,0.156,
D10,Sample X29,0.183,
D11,Sample X30,0.157,
E02,Sample X31,0.174,
E03,Sample X32,0.123,
E04,Sample X33,0.182,
E05,Sample X34,0.165,
E06,Sample X35,0.160,
E07,Sample X36,0.177,
E08,Sample X37,0.173,
E09,Sample X38,0.179,
E10,Sample X39,0.196,
E11,Sample X40,0.192,
F02,Sample X41,0.243,
F03,Sample X42,0.191,
F04,Sample X43,0.178,
F05,Sample X44,0.280,
F06,Sample X45,0.363,
F07,Sample X46,0.365,
F08,Sample X47,0.235,
F09,Sample X48,0.284,
F10,Sample X49,0.260,
F11,Sample X50,0.217,
G02,Sample X51,0.317,
G03,Sample X52,0.421,
G04,Sample X53,0.272,
G05,Sample X54,0.323,
G06,Sample X55,0.316,
G07,Sample X56,0.424,
G08,Sample X57,0.353,
G09,Sample X58,0.416,
G10,Sample X59,0.338,
G11,Sample X60,0.304,
