Well,Content,Well Scan: Average (600),
B02,Sample X1,0.595,
B03,Sample X2,0.739,
B04,Sample X3,0.191,
B05,Sample X4,0.431,
B06,Sample X5,0.160,
B07,Sample X6,0.655,
B08,Sample X7,0.622,
B09,Sample X8,0.627,
B10,Sample X9,0.608,
B11,Sample X10,0.320,
C02,Sample X11,0.566,
C03,Sample X12,0.158,
C04,Sample X13,0.629,
C05,Sample X14,0.614,
C06,Sample X15,0.140,
C07,Sample X16,0.530,
C08,Sample X17,0.493,
C09,Sample X18,0.543,
C10,Sample X19,0.587,
C11,Sample X20,0.585,
D02,Sample X21,0.592,
D03,Sample X22,0.658,
D04,Sample X23,0.671,
D05,Sample X24,0.657,
D06,Sample X25,0.638,
D07,Sample X26,0.645,
D08,Sample X27,0.694,
D09,Sample X28,0.592,
D10,Sample X29,0.626,
D11,Sample X30,0.605,
E02,Sample X31,0.646,
E03,Sample X32,0.686,
E04,Sample X33,0.690,
E05,Sample X34,0.557,
E06,Sample X35,0.606,
E07,Sample X36,0.613,
E08,Sample X37,0.652,
E09,Sample X38,0.609,
E10,Sample X39,0.667,
E11,Sample X40,0.342,
F02,Sample X41,0.621,
F03,Sample X42,0.666,
F04,Sample X43,0.585,
F05,Sample X44,0.750,
F06,Sample X45,0.692,
F07,Sample X46,0.756,
F08,Sample X47,0.589,
F09,Sample X48,0.562,
F10,Sample X49,0.557,
F11,Sample X50,0.667,
G02,Sample X51,0.651,
G03,Sample X52,0.646,
G04,Sample X53,0.507,
G05,Sample X54,0.598,
G06,Sample X55,0.695,
G07,Sample X56,0.690,
G08,Sample X57,0.662,
G09,Sample X58,0.578,
G10,Sample X59,0.647,
G11,Sample X60,0.554,
