Well,Content,Well Scan: Average (600),
B02,Sample X1,1.301,
B03,Sample X2,1.450,
B04,Sample X3,1.437,
B05,Sample X4,1.367,
B06,Sample X5,1.538,
B07,Sample X6,1.500,
B08,Sample X7,1.624,
B09,Sample X8,1.622,
B10,Sample X9,1.630,
B11,Sample X10,1.673,
C02,Sample X11,1.669,
C03,Sample X12,1.697,
C04,Sample X13,1.719,
C05,Sample X14,1.726,
C06,Sample X15,1.696,
C07,Sample X16,1.696,
C08,Sample X17,1.640,
C09,Sample X18,1.627,
C10,Sample X19,1.696,
C11,Sample X20,1.626,
D02,Sample X21,1.689,
D03,Sample X22,1.707,
D04,Sample X23,1.652,
D05,Sample X24,1.666,
D06,Sample X25,1.694,
D07,Sample X26,1.698,
D08,Sample X27,1.695,
D09,Sample X28,1.613,
D10,Sample X29,1.655,
D11,Sample X30,1.672,
E02,Sample X31,1.681,
E03,Sample X32,1.668,
E04,Sample X33,1.658,
E05,Sample X34,1.702,
E06,Sample X35,1.690,
E07,Sample X36,1.668,
E08,Sample X37,1.693,
E09,Sample X38,1.668,
E10,Sample X39,1.684,
E11,Sample X40,1.692,
F02,Sample X41,1.688,
F03,Sample X42,1.690,
F04,Sample X43,1.650,
F05,Sample X44,1.685,
F06,Sample X45,1.677,
F07,Sample X46,1.673,
F08,Sample X47,1.659,
F09,Sample X48,1.621,
F10,Sample X49,1.654,
F11,Sample X50,1.630,
G02,Sample X51,1.557,
G03,Sample X52,1.649,
G04,Sample X53,1.648,
G05,Sample X54,1.616,
G06,Sample X55,1.637,
G07,Sample X56,1.649,
G08,Sample X57,1.628,
G09,Sample X58,1.618,
G10,Sample X59,1.674,
G11,Sample X60,2.183,
