Well,Content,Well Scan: Average (600),
B02,Sample X1,0.752,
B03,Sample X2,0.718,
B04,Sample X3,0.753,
B05,Sample X4,0.777,
B06,Sample X5,0.786,
B07,Sample X6,0.746,
B08,Sample X7,0.619,
B09,Sample X8,0.726,
B10,Sample X9,0.846,
B11,Sample X10,0.856,
C02,Sample X11,0.761,
C03,Sample X12,0.765,
C04,Sample X13,0.919,
C05,Sample X14,0.852,
C06,Sample X15,0.814,
C07,Sample X16,0.884,
C08,Sample X17,0.729,
C09,Sample X18,0.686,
C10,Sample X19,0.756,
C11,Sample X20,0.754,
D02,Sample X21,0.792,
D03,Sample X22,0.791,
D04,Sample X23,0.788,
D05,Sample X24,0.895,
D06,Sample X25,1.049,
D07,Sample X26,0.903,
D08,Sample X27,0.964,
D09,Sample X28,0.837,
D10,Sample X29,0.977,
D11,Sample X30,1.028,
E02,Sample X31,1.195,
E03,Sample X32,1.199,
E04,Sample X33,1.187,
E05,Sample X34,1.192,
E06,Sample X35,1.135,
E07,Sample X36,1.201,
E08,Sample X37,1.247,
E09,Sample X38,1.200,
E10,Sample X39,1.267,
E11,Sample X40,1.079,
F02,Sample X41,1.281,
F03,Sample X42,1.370,
F04,Sample X43,1.470,
F05,Sample X44,1.598,
F06,Sample X45,1.494,
F07,Sample X46,1.515,
F08,Sample X47,1.616,
F09,Sample X48,1.345,
F10,Sample X49,1.486,
F11,Sample X50,1.701,
G02,Sample X51,1.612,
G03,Sample X52,1.716,
G04,Sample X53,1.835,
G05,Sample X54,1.716,
G06,Sample X55,1.680,
G07,Sample X56,1.533,
G08,Sample X57,1.550,
G09,Sample X58,1.707,
G10,Sample X59,1.892,
G11,Sample X60,0.935,
