Well,Content,Well Scan: Average (600),
B02,Sample X1,1.500,
B03,Sample X2,1.646,
B04,Sample X3,1.527,
B05,Sample X4,1.530,
B06,Sample X5,1.700,
B07,Sample X6,1.790,
B08,Sample X7,1.725,
B09,Sample X8,1.732,
B10,Sample X9,1.652,
B11,Sample X10,1.673,
C02,Sample X11,0.686,
C03,Sample X12,0.716,
C04,Sample X13,0.621,
C05,Sample X14,1.040,
C06,Sample X15,1.118,
C07,Sample X16,1.205,
C08,Sample X17,0.860,
C09,Sample X18,0.536,
C10,Sample X19,0.950,
C11,Sample X20,0.970,
D02,Sample X21,1.638,
D03,Sample X22,0.897,
D04,Sample X23,1.295,
D05,Sample X24,1.654,
D06,Sample X25,1.799,
D07,Sample X26,1.693,
D08,Sample X27,1.659,
D09,Sample X28,1.537,
D10,Sample X29,1.496,
D11,Sample X30,1.593,
E02,Sample X31,1.438,
E03,Sample X32,1.617,
E04,Sample X33,1.662,
E05,Sample X34,1.630,
E06,Sample X35,1.879,
E07,Sample X36,1.717,
E08,Sample X37,1.562,
E09,Sample X38,1.618,
E10,Sample X39,1.554,
E11,Sample X40,1.335,
F02,Sample X41,1.449,
F03,Sample X42,1.530,
F04,Sample X43,1.606,
F05,Sample X44,1.823,
F06,Sample X45,1.719,
F07,Sample X46,1.655,
F08,Sample X47,1.549,
F09,Sample X48,1.499,
F10,Sample X49,1.582,
F11,Sample X50,1.450,
G02,Sample X51,1.547,
G03,Sample X52,1.401,
G04,Sample X53,1.523,
G05,Sample X54,1.737,
G06,Sample X55,1.634,
G07,Sample X56,1.728,
G08,Sample X57,1.475,
G09,Sample X58,1.639,
G10,Sample X59,1.569,
G11,Sample X60,1.481,
